wikidata_id	entity_types	source	source_locale	target_locale	Named_Entity	Label	Also known as
Q116945637	['Movie']	What is the genre of the film All Your Faces?	en	de	All Your Faces	Je verrai toujours vos visages	All eure Gesichter
Q116945637	['Movie']	How long is the movie All Your Faces?	en	de	All Your Faces	Je verrai toujours vos visages	All eure Gesichter
Q1190888	['Artwork', 'Book']	Is The Mote in God's Eye a science fiction novel?	en	de	The Mote in God's Eye	Der Splitter im Auge Gottes	The Mote in God's Eye
Q1190888	['Artwork', 'Book']	When was The Mote in God's Eye published?	en	de	The Mote in God's Eye	Der Splitter im Auge Gottes	The Mote in God's Eye
Q1190888	['Artwork', 'Book']	What type of artwork is The Mote in God's Eye?	en	de	The Mote in God's Eye	Der Splitter im Auge Gottes	The Mote in God's Eye
Q1195553	['Movie']	When was the animated film, The Wonderful World of Puss 'n Boots, released?	en	de	The Wonderful World of Puss 'n Boots	Der gestiefelte Kater	Perix der Kater und die 3 Mausketiere; Nagagutsu o Haita Neko
Q1195553	['Movie']	Who directed the 1969 animated film, The Wonderful World of Puss 'n Boots?	en	de	The Wonderful World of Puss 'n Boots	Der gestiefelte Kater	Perix der Kater und die 3 Mausketiere; Nagagutsu o Haita Neko
Q1195553	['Movie']	Can you provide a brief description of the 1969 film, The Wonderful World of Puss 'n Boots?	en	de	The Wonderful World of Puss 'n Boots	Der gestiefelte Kater	Perix der Kater und die 3 Mausketiere; Nagagutsu o Haita Neko
Q1203306	['Book series', 'TV series']	When was the first volume of Embracing Love manga released?	en	de	Embracing Love	Haru o daiteita	Embracing Love
Q1203306	['Book series', 'TV series']	Who is the author of the Embracing Love book series?	en	de	Embracing Love	Haru o daiteita	Embracing Love
Q1203306	['Book series', 'TV series']	What is the main storyline of the Embracing Love TV series?	en	de	Embracing Love	Haru o daiteita	Embracing Love
Q1204959	['Fictional entity']	How does the Ministry of Truth control the dissemination of information in Oceania?	en	de	Ministry of Truth	Ministerium für Wahrheit	Wahrheitsministerium; Miniwahr
Q1204959	['Fictional entity']	In what ways does the Ministry of Truth manipulate historical records in the novel?	en	de	Ministry of Truth	Ministerium für Wahrheit	Wahrheitsministerium; Miniwahr
Q1216303	['Artwork', 'Book']	How is Orpheus depicted in the literary work Sonnets to Orpheus?	en	de	Sonnets to Orpheus	Die Sonette an Orpheus	Sonette an Orpheus
Q1216303	['Artwork', 'Book']	What is the main theme explored in the book Sonnets to Orpheus?	en	de	Sonnets to Orpheus	Die Sonette an Orpheus	Sonette an Orpheus
Q1216303	['Artwork', 'Book']	Who is the author of the collection of sonnets titled Sonnets to Orpheus?	en	de	Sonnets to Orpheus	Die Sonette an Orpheus	Sonette an Orpheus
Q1230632	['TV series']	Who are the main characters in the TV series Tinker Tailor Soldier Spy?	en	de	Tinker Tailor Soldier Spy	Dame, König, As, Spion	
Q1230632	['TV series']	How many episodes does the TV series Tinker Tailor Soldier Spy have?	en	de	Tinker Tailor Soldier Spy	Dame, König, As, Spion	
Q1230632	['TV series']	In which time period does the TV series Tinker Tailor Soldier Spy take place?	en	de	Tinker Tailor Soldier Spy	Dame, König, As, Spion	
Q1235125	['Book']	Is Into the Wild a work of fiction or non-fiction?	en	de	Into the Wild	In die Wildnis	
Q1235125	['Book']	Who wrote the book Into the Wild?	en	de	Into the Wild	In die Wildnis	
Q1235125	['Book']	When was Into the Wild published?	en	de	Into the Wild	In die Wildnis	
Q1242146	['Place of worship', 'Landmark']	Who is the patron saint of the Donskoy Monastery?	en	de	Donskoy Monastery	Donskoi-Kloster	Donskoi; Donskoj-Kloster; Donskoi Kloster
Q1242146	['Place of worship', 'Landmark']	What is the architectural style of the Donskoy Monastery?	en	de	Donskoy Monastery	Donskoi-Kloster	Donskoi; Donskoj-Kloster; Donskoi Kloster
Q1242146	['Place of worship', 'Landmark']	When was the Donskoy Monastery founded?	en	de	Donskoy Monastery	Donskoi-Kloster	Donskoi; Donskoj-Kloster; Donskoi Kloster
Q1257747	['Landmark']	Does Trinity Church in Nikitniki have any historical significance?	en	de	Trinity Church in Nikitniki	Dreifaltigkeitskirche in Nikitniki	
Q1257747	['Landmark']	What is the architectural style of Trinity Church in Nikitniki?	en	de	Trinity Church in Nikitniki	Dreifaltigkeitskirche in Nikitniki	
Q1257747	['Landmark']	How old is Trinity Church in Nikitniki?	en	de	Trinity Church in Nikitniki	Dreifaltigkeitskirche in Nikitniki	
Q1264983	['TV series']	Who created The Man from U.N.C.L.E. TV series?	en	de	The Man from U.N.C.L.E.	Solo für O.N.C.E.L.	Solo für U.N.C.L.E.; Solo für ONKEL; Solo für O.N.K.E.L.; The Man from U.N.C.L.E.
Q1264983	['TV series']	Who were the main characters in The Man from U.N.C.L.E.?	en	de	The Man from U.N.C.L.E.	Solo für O.N.C.E.L.	Solo für U.N.C.L.E.; Solo für ONKEL; Solo für O.N.K.E.L.; The Man from U.N.C.L.E.
Q1264983	['TV series']	What was the premise of The Man from U.N.C.L.E. TV series?	en	de	The Man from U.N.C.L.E.	Solo für O.N.C.E.L.	Solo für U.N.C.L.E.; Solo für ONKEL; Solo für O.N.K.E.L.; The Man from U.N.C.L.E.
Q126877	['Landmark', 'Natural place']	What is Gorky Park known for?	en	de	Gorky Park	Gorki-Park	
Q126877	['Landmark', 'Natural place']	Where is Gorky Park located?	en	de	Gorky Park	Gorki-Park	
Q126877	['Landmark', 'Natural place']	What type of place is Gorky Park?	en	de	Gorky Park	Gorki-Park	
Q1305660	['TV series']	In the House: How many seasons of the TV series In the House were produced?	en	de	In the House	Ein schrecklich nettes Haus	In the House
Q1305660	['TV series']	In the House: Who are the main characters in the television series In the House?	en	de	In the House	Ein schrecklich nettes Haus	In the House
Q1305660	['TV series']	In the House: Which network aired the TV series In the House?	en	de	In the House	Ein schrecklich nettes Haus	In the House
Q131119	['Artwork', 'Book']	What is the significance of the First Epistle of Peter in Christianity?	en	de	First Epistle of Peter	1. Petrus	Erster Brief des Petrus; Erster Petrusbrief; Petrus; 1. Brief des Petrus; 1. Peter; 1. Petrusbrief
Q131119	['Artwork', 'Book']	Who wrote the First Epistle of Peter?	en	de	First Epistle of Peter	1. Petrus	Erster Brief des Petrus; Erster Petrusbrief; Petrus; 1. Brief des Petrus; 1. Peter; 1. Petrusbrief
Q131119	['Artwork', 'Book']	What is the subject matter of the First Epistle of Peter?	en	de	First Epistle of Peter	1. Petrus	Erster Brief des Petrus; Erster Petrusbrief; Petrus; 1. Brief des Petrus; 1. Peter; 1. Petrusbrief
Q13407659	['TV series']	Where can I watch Valley of the Wolves online?	en	de	Valley of the Wolves	Tal der Wölfe	
Q13407659	['TV series']	Who are the main characters in Valley of the Wolves?	en	de	Valley of the Wolves	Tal der Wölfe	
Q13407659	['TV series']	How many seasons of Valley of the Wolves are there?	en	de	Valley of the Wolves	Tal der Wölfe	
Q13501123	['TV series']	How many seasons were there in the TV series Worzel Gummidge?	en	de	Worzel Gummidge	Wurzel, die Vogelscheuche	Die Vogelscheuche
Q13501123	['TV series']	When was the TV series Worzel Gummidge first aired?	en	de	Worzel Gummidge	Wurzel, die Vogelscheuche	Die Vogelscheuche
Q13501123	['TV series']	What was the genre of the TV series Worzel Gummidge?	en	de	Worzel Gummidge	Wurzel, die Vogelscheuche	Die Vogelscheuche
Q1367269	['Landmark']	What notable features does the Moscow Belorussky railway station have?	en	de	Moscow Belorussky railway station	Belarussischer Bahnhof	Belorussischer Bahnhof; Moskau Belorusskaja; Weißrussischer Bahnhof
Q1367269	['Landmark']	What is the purpose of the Moscow Belorussky railway station?	en	de	Moscow Belorussky railway station	Belarussischer Bahnhof	Belorussischer Bahnhof; Moskau Belorusskaja; Weißrussischer Bahnhof
Q1367269	['Landmark']	How can one reach the Moscow Belorussky railway station?	en	de	Moscow Belorussky railway station	Belarussischer Bahnhof	Belorussischer Bahnhof; Moskau Belorusskaja; Weißrussischer Bahnhof
Q1381934	['Landmark']	Who lived in the Ipatiev House?	en	de	Ipatiev House	Ipatjew-Haus	
Q1381934	['Landmark']	Where is the Ipatiev House located?	en	de	Ipatiev House	Ipatjew-Haus	
Q1381934	['Landmark']	When was the Ipatiev House built?	en	de	Ipatiev House	Ipatjew-Haus	
Q140527	['Artwork']	What is the genre of The Three Musketeers?	en	de	The Three Musketeers	Die drei Musketiere	Drei Musketiere; Die 3 Musketiere
Q140527	['Artwork']	In what year was The Three Musketeers published?	en	de	The Three Musketeers	Die drei Musketiere	Drei Musketiere; Die 3 Musketiere
Q140527	['Artwork']	Can you name any popular adaptations of The Three Musketeers?	en	de	The Three Musketeers	Die drei Musketiere	Drei Musketiere; Die 3 Musketiere
Q1408916	['Landmark']	Can visitors explore the Ivangorod Fortress today?	en	de	Ivangorod Fortress	Festung Iwangorod	Schloss Iwanogrod
Q1408916	['Landmark']	What is the historical significance of the Ivangorod Fortress?	en	de	Ivangorod Fortress	Festung Iwangorod	Schloss Iwanogrod
Q1408916	['Landmark']	How old is the Ivangorod Fortress?	en	de	Ivangorod Fortress	Festung Iwangorod	Schloss Iwanogrod
Q1413856	['Musical work']	What type of musical work is Geographical Fugue?	en	de	Geographical Fugue	Fuge aus der Geographie	
Q1413856	['Musical work']	How would you describe Geographical Fugue?	en	de	Geographical Fugue	Fuge aus der Geographie	
Q1413856	['Musical work']	What is the subject of Geographical Fugue?	en	de	Geographical Fugue	Fuge aus der Geographie	
Q1416458	['Artwork', 'Book']	How would you describe Stand on Zanzibar in one word?	en	de	Stand on Zanzibar	Morgenwelt	Stand on Zanzibar
Q1416458	['Artwork', 'Book']	Who is the author of Stand on Zanzibar?	en	de	Stand on Zanzibar	Morgenwelt	Stand on Zanzibar
Q1416458	['Artwork', 'Book']	When was Stand on Zanzibar first published?	en	de	Stand on Zanzibar	Morgenwelt	Stand on Zanzibar
Q1417153	['Person']	What is known about Finger Snail's tomb or burial site?	en	de	Finger Snail	Fingerschnecke	
Q1417153	['Person']	What are some notable achievements or contributions attributed to Finger Snail during his reign as Pharaoh?	en	de	Finger Snail	Fingerschnecke	
Q1417153	['Person']	How long did Finger Snail rule as Pharaoh in ancient Egypt?	en	de	Finger Snail	Fingerschnecke	
Q1417441	['Landmark']	What city is St Volodymyr's Cathedral located in?	en	de	St Volodymyr's Cathedral	Wladimirkathedrale	
Q1417441	['Landmark']	What type of landmark is St Volodymyr's Cathedral?	en	de	St Volodymyr's Cathedral	Wladimirkathedrale	
Q1417441	['Landmark']	How would you describe St Volodymyr's Cathedral?	en	de	St Volodymyr's Cathedral	Wladimirkathedrale	
Q1424212	['Fictional entity', 'Person']	What type of entity is Mr. Rossi?	en	de	Mr. Rossi	Herr Rossi	Herr Rossi sucht das Glück; Signor Rossi
Q1424212	['Fictional entity', 'Person']	What is the origin of Mr. Rossi?	en	de	Mr. Rossi	Herr Rossi	Herr Rossi sucht das Glück; Signor Rossi
Q1424212	['Fictional entity', 'Person']	Who created the fictional character Mr. Rossi?	en	de	Mr. Rossi	Herr Rossi	Herr Rossi sucht das Glück; Signor Rossi
Q1432585	['Landmark']	How many platforms does Kazansky railway station have?	en	de	Kazansky railway station	Moskau Kasaner Bahnhof	
Q1432585	['Landmark']	What is the main purpose of Kazansky railway station?	en	de	Kazansky railway station	Moskau Kasaner Bahnhof	
Q1432585	['Landmark']	Where is Kazansky railway station located in Moscow?	en	de	Kazansky railway station	Moskau Kasaner Bahnhof	
Q1444768	['Movie']	Can you provide a brief summary of the plot of the movie Son of Godzilla?	en	de	Son of Godzilla	Frankensteins Monster jagen Godzillas Sohn	Godzillas Sohn; Kaijūtō no kessen: Gojira no musuko; Kaijuto no kessen: Gojira no musuko; Godzilla – Frankenstein jagt Godzillas Sohn
Q1444768	['Movie']	Who directed the 1967 film Son of Godzilla?	en	de	Son of Godzilla	Frankensteins Monster jagen Godzillas Sohn	Godzillas Sohn; Kaijūtō no kessen: Gojira no musuko; Kaijuto no kessen: Gojira no musuko; Godzilla – Frankenstein jagt Godzillas Sohn
Q1444768	['Movie']	When was the movie Son of Godzilla released?	en	de	Son of Godzilla	Frankensteins Monster jagen Godzillas Sohn	Godzillas Sohn; Kaijūtō no kessen: Gojira no musuko; Kaijuto no kessen: Gojira no musuko; Godzilla – Frankenstein jagt Godzillas Sohn
Q1449713	['Artwork', 'Book']	Who created the Hours of Philip the Bold book?	en	de	Hours of Philip the Bold	Stundenbuch Philipps des Kühnen	
Q1449713	['Artwork', 'Book']	How would you describe the style of the artwork in the Hours of Philip the Bold?	en	de	Hours of Philip the Bold	Stundenbuch Philipps des Kühnen	
Q1449713	['Artwork', 'Book']	Where can one find a copy of the Hours of Philip the Bold book?	en	de	Hours of Philip the Bold	Stundenbuch Philipps des Kühnen	
Q1504526	['Fictional entity', 'Person']	Is Comic Book Guy a real person or a fictional character?	en	de	Comic Book Guy	Jeff Albertson	Comicbuchverkäufer
Q1504526	['Fictional entity', 'Person']	What is Comic Book Guy's occupation?	en	de	Comic Book Guy	Jeff Albertson	Comicbuchverkäufer
Q1504526	['Fictional entity', 'Person']	Which television franchise does Comic Book Guy appear in?	en	de	Comic Book Guy	Jeff Albertson	Comicbuchverkäufer
Q1517519	['Book']	What is the genre of The Book of the Courtier?	en	de	The Book of the Courtier	Il Libro del Cortegiano	
Q1517519	['Book']	Who wrote The Book of the Courtier?	en	de	The Book of the Courtier	Il Libro del Cortegiano	
Q1517519	['Book']	When was The Book of the Courtier published?	en	de	The Book of the Courtier	Il Libro del Cortegiano	
Q1523586	['Movie']	Who were the main actors in A Hatful of Rain?	en	de	A Hatful of Rain	Giftiger Schnee	
Q1523586	['Movie']	What year was the movie A Hatful of Rain released?	en	de	A Hatful of Rain	Giftiger Schnee	
Q1523586	['Movie']	What is the genre of the film A Hatful of Rain?	en	de	A Hatful of Rain	Giftiger Schnee	
Q15260610	['TV series']	What genre does One in one! belong to?	en	de	One in one!	Один в один	
Q15260610	['TV series']	How many seasons of One in one! have been aired?	en	de	One in one!	Один в один	
Q15260610	['TV series']	Who are the main characters in the Russian television show One in one!?	en	de	One in one!	Один в один	
Q15299082	['TV series']	What was the main storyline of the Turkish TV series Do not worry for me?	en	de	Do not worry for me	Benim İçin Üzülme	
Q15299082	['TV series']	How many seasons of the TV series Do not worry for me were released?	en	de	Do not worry for me	Benim İçin Üzülme	
Q15299082	['TV series']	What genre does the TV series Do not worry for me belong to?	en	de	Do not worry for me	Benim İçin Üzülme	
Q1545219	['Fictional entity', 'Person']	Is Father Brown a real or fictional entity?	en	de	Father Brown	Pater Brown	Father Brown
Q1545219	['Fictional entity', 'Person']	What is the profession of Father Brown?	en	de	Father Brown	Pater Brown	Father Brown
Q1545219	['Fictional entity', 'Person']	In which country was Father Brown created?	en	de	Father Brown	Pater Brown	Father Brown
Q154563	['Place of worship']	How would you describe the Berlin Cathedral?	en	de	Berlin Cathedral	Berliner Dom	Oberpfarr- und Domkirche; Oberpfarr- und Domkirche zu Berlin
Q154563	['Place of worship']	What type of place is the Berlin Cathedral?	en	de	Berlin Cathedral	Berliner Dom	Oberpfarr- und Domkirche; Oberpfarr- und Domkirche zu Berlin
Q1548449	['Place of worship']	What is the Great Synagogue known for in the Czech Republic?	en	de	Great Synagogue	Große Synagoge	Große Synagoge (Pilsen)
Q1548449	['Place of worship']	What type of place is the Great Synagogue in Plzeň?	en	de	Great Synagogue	Große Synagoge	Große Synagoge (Pilsen)
Q1548449	['Place of worship']	What city is home to the Great Synagogue?	en	de	Great Synagogue	Große Synagoge	Große Synagoge (Pilsen)
Q15635278	['TV series']	When did the TV series Very Good Times first air in South Korea?	en	de	Very Good Times	Cham Joheun Sijeol	
Q15635278	['TV series']	How many seasons does the TV series Very Good Times have?	en	de	Very Good Times	Cham Joheun Sijeol	
Q15635278	['TV series']	Who are the main actors in the South Korean TV series Very Good Times?	en	de	Very Good Times	Cham Joheun Sijeol	
Q1579157	['Artwork']	What material is the Mount Royal Cross made of?	en	de	Mount Royal Cross	Mont-Royal-Kreuz	
Q1579157	['Artwork']	Who designed the Mount Royal Cross sculpture?	en	de	Mount Royal Cross	Mont-Royal-Kreuz	
Q1579157	['Artwork']	When was the Mount Royal Cross installed on the mountain?	en	de	Mount Royal Cross	Mont-Royal-Kreuz	
Q1579960	['Movie']	Who starred in the movie I Never Sang for My Father?	en	de	I Never Sang for My Father	Kein Lied für meinen Vater	
Q1579960	['Movie']	When was the movie I Never Sang for My Father released?	en	de	I Never Sang for My Father	Kein Lied für meinen Vater	
Q1579960	['Movie']	What is the genre of the film I Never Sang for My Father?	en	de	I Never Sang for My Father	Kein Lied für meinen Vater	
Q15804357	['Movie']	Can you provide a brief summary of the plot of Quality Time?	en	de	Quality Time	Da geht noch was	
Q15804357	['Movie']	Who directed the 2013 film Quality Time?	en	de	Quality Time	Da geht noch was	
Q15804357	['Movie']	When was the movie Quality Time released?	en	de	Quality Time	Da geht noch was	
Q1585564	['Place of worship']	What is the architectural style of Sakya Monastery?	en	de	Sakya Monastery	Sakya-Kloster	Sagya-Kloster; Sajia si
Q1585564	['Place of worship']	Where is Sakya Monastery located?	en	de	Sakya Monastery	Sakya-Kloster	Sagya-Kloster; Sajia si
Q1585564	['Place of worship']	What is the significance of Sakya Monastery in the People's Republic of China?	en	de	Sakya Monastery	Sakya-Kloster	Sagya-Kloster; Sajia si
Q160341	['Person']	Who was Edward IV of England and when did he rule?	en	de	Edward IV of England	Eduard IV.	Edward IV.
Q161106	['Person']	Who was Grand Duke Konstantin Pavlovich of Russia and what years did he live?	en	de	Grand Duke Konstantin Pavlovich of Russia	Konstantin Pawlowitsch Romanow	Konstantin Pawlowitsch
Q16150399	['TV series']	Who are some of the main characters in the TV series American Gangster?	en	de	American Gangster	Al Capone und Co.	
Q16150399	['TV series']	How many seasons of the TV series American Gangster have been released?	en	de	American Gangster	Al Capone und Co.	
Q162935	['Musical work']	When was the Piano Concerto No. 1 first performed?	en	de	Piano Concerto No. 1	1. Klavierkonzert	Klavierkonzert in b-Moll; Klavierkonzert Nr. 1; Klavierkonzert b-Moll
Q162935	['Musical work']	What is the genre of the Piano Concerto No. 1?	en	de	Piano Concerto No. 1	1. Klavierkonzert	Klavierkonzert in b-Moll; Klavierkonzert Nr. 1; Klavierkonzert b-Moll
Q162935	['Musical work']	How many movements are there in the Piano Concerto No. 1?	en	de	Piano Concerto No. 1	1. Klavierkonzert	Klavierkonzert in b-Moll; Klavierkonzert Nr. 1; Klavierkonzert b-Moll
Q163493	['Musical work']	When was Symphony No. 1 first performed?	en	de	Symphony No. 1	1. Sinfonie	
Q163493	['Musical work']	What is the musical genre of Symphony No. 1?	en	de	Symphony No. 1	1. Sinfonie	
Q163493	['Musical work']	How many movements are there in Symphony No. 1?	en	de	Symphony No. 1	1. Sinfonie	
Q163600	['Musical work']	How many movements are there in Symphony No. 1?	en	de	Symphony No. 1	1. Sinfonie	
Q163600	['Musical work']	Who composed Symphony No. 1?	en	de	Symphony No. 1	1. Sinfonie	
Q163600	['Musical work']	What is the genre of Symphony No. 1?	en	de	Symphony No. 1	1. Sinfonie	
Q16387049	['Artwork', 'Book']	What genre does Mistborn: Shadows of Self belong to?	en	de	Mistborn: Shadows of Self	Schatten über Elantel	
Q16387049	['Artwork', 'Book']	Who is the author of Mistborn: Shadows of Self?	en	de	Mistborn: Shadows of Self	Schatten über Elantel	
Q16387049	['Artwork', 'Book']	When was Mistborn: Shadows of Self published?	en	de	Mistborn: Shadows of Self	Schatten über Elantel	
Q164216	['Place of worship']	What religious denomination is associated with the Monastery of Saint Naum?	en	de	Monastery of Saint Naum	Kloster Sveti Naum	Sveti Naum; Sweti Naum
Q164216	['Place of worship']	Where is the Monastery of Saint Naum located?	en	de	Monastery of Saint Naum	Kloster Sveti Naum	Sveti Naum; Sweti Naum
Q164216	['Place of worship']	How old is the Monastery of Saint Naum?	en	de	Monastery of Saint Naum	Kloster Sveti Naum	Sveti Naum; Sweti Naum
Q1648509	['Fictional entity', 'Person']	How does Marya Bolkonskaya's relationship with her brother, Andrei, affect her character development?	en	de	Marya Bolkonskaya	Marja Bolkonskaja	Marja Nikolajewna Bolkonskaja
Q1648509	['Fictional entity', 'Person']	How does Marya Bolkonskaya contribute to the storyline?	en	de	Marya Bolkonskaya	Marja Bolkonskaja	Marja Nikolajewna Bolkonskaja
Q1648509	['Fictional entity', 'Person']	What are some key personality traits of Marya Bolkonskaya?	en	de	Marya Bolkonskaya	Marja Bolkonskaja	Marja Nikolajewna Bolkonskaja
Q172077	['Place of worship']	What is the significance of the Dome of the Rock?	en	de	Dome of the Rock	Felsendom	Omar-Moschee; Qubbet es-Sakhra; Templum Domini
Q172077	['Place of worship']	Where is the Dome of the Rock located?	en	de	Dome of the Rock	Felsendom	Omar-Moschee; Qubbet es-Sakhra; Templum Domini
Q172077	['Place of worship']	What type of place is the Dome of the Rock?	en	de	Dome of the Rock	Felsendom	Omar-Moschee; Qubbet es-Sakhra; Templum Domini
Q1739780	['Movie']	Who are the main characters in the film Dirty Mary, Crazy Larry?	en	de	Dirty Mary, Crazy Larry	Kesse Mary – Irrer Larry	Auf Risiko ist kein Rabatt; Kesse Mary - Irrer Larry; Dirty Mary Crazy Larry; Dirty Mary, Crazy Larry
Q1739780	['Movie']	What is the genre of the movie Dirty Mary, Crazy Larry?	en	de	Dirty Mary, Crazy Larry	Kesse Mary – Irrer Larry	Auf Risiko ist kein Rabatt; Kesse Mary - Irrer Larry; Dirty Mary Crazy Larry; Dirty Mary, Crazy Larry
Q1739780	['Movie']	When was Dirty Mary, Crazy Larry released?	en	de	Dirty Mary, Crazy Larry	Kesse Mary – Irrer Larry	Auf Risiko ist kein Rabatt; Kesse Mary - Irrer Larry; Dirty Mary Crazy Larry; Dirty Mary, Crazy Larry
Q1751487	['Landmark']	What is the specialty of Platov South-Russian State Polytechnic University?	en	de	Platov South-Russian State Polytechnic University	Südrussische Staatliche Technische Universität	
Q1751487	['Landmark']	What type of educational institution is Platov South-Russian State Polytechnic University?	en	de	Platov South-Russian State Polytechnic University	Südrussische Staatliche Technische Universität	
